11.492, 11.340, 11.264, 11.273, 11.262
60.228, 60.673, 60.523, 61.456, 60.797
25.197, 25.115, 25.397, 25.231, 25.250
66.053, 66.268, 67.247, 66.699, 66.085
 0.143,  0.138,  0.161,  0.146,  0.144
 0.181,  0.213,  0.178,  0.180,  0.190
11.087, 11.066, 10.834, 10.902, 11.172
11.188, 11.239, 11.309, 11.266, 11.384
