0.127, 0.103, 0.126, 0.123, 0.113
0.118, 0.112, 0.108, 0.106, 0.111
0.108, 0.113, 0.110, 0.106, 0.111
0.109, 0.109, 0.110, 0.108, 0.115
0.091, 0.090, 0.090, 0.094, 0.109
0.090, 0.091, 0.101, 0.093, 0.094
0.097, 0.098, 0.096, 0.099, 0.100
0.097, 0.098, 0.110, 0.092, 0.098
